 ;Pedido Id;Data/Hora;Situação;Situação;Situação - Transporte;Marketplace;Forma de Pagamento;Forma de Recebimento;Serviço Transportadora;Valor Produto;Valor Desconto;Valor Acréscimo;Valor Frete;Valor Frete Transportadora;Valor Total;Valor Total Pedido;Loja;Obs.;Origem - Pedido
pagamento-cancelado;1212;09/09/2024 15:59;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,9;7;0;7,61;25;39,9;39,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1211;09/09/2024 15:59;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,9;7;0;27,61;25;39,9;39,9;1 - Dica de Madame;;Marketplace
entregue;1210;09/09/2024 15:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;27,17;25;54,9;54,9;1 - Dica de Madame;;Marketplace
transporte;1209;09/09/2024 15:42;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;0;0;0;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;1208;09/09/2024 15:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;31,9;7;0;7,17;25;24,9;24,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1207;09/09/2024 15:07;2;2 - Cancelado Pagamento;Não Enviado;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);24 - Smart2C - Smart2C;40,8;0;0;9,65;9,65;50,45;50,45;1 - Dica de Madame;;Site
pagamento-cancelado;1206;09/09/2024 15:03;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;31,9;7;0;10,17;25;24,9;24,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1205;09/09/2024 14:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;93,8;14;0;9,64;25;79,8;79,8;1 - Dica de Madame;;Marketplace
entregue;1204;09/09/2024 14:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;52,8;9;0;4,47;25;43,8;43,8;1 - Dica de Madame;;Marketplace
entregue;1203;09/09/2024 14:07;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;13,8;0;0;9,93;9,93;23,73;23,73;1 - Dica de Madame;;Site
entregue;1202;09/09/2024 12:55;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;31,9;0;0;13,28;8,62;45,18;45,18;1 - Dica de Madame;1;Marketplace
entregue;1201;09/09/2024 12:30;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;41,97;1,27;0;15;9,17;55,7;55,7;1 - Dica de Madame;1;Site
entregue;1200;09/09/2024 11:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;41,8;0;0;15,8;10,59;57,6;57,6;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1199;09/09/2024 11:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;77,9;8;0;5,48;25;69,9;69,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1198;09/09/2024 11:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;17,85;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;1197;09/09/2024 11:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;14,42;11,39;39,32;39,32;1 - Dica de Madame;1;Marketplace
transporte;1196;09/09/2024 10:02;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4;0;4,47;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;1195;09/09/2024 09:29;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;77,9;8;0;5,48;25;69,9;69,9;1 - Dica de Madame;;Marketplace
entregue;1194;09/09/2024 01:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;39,8;2;0;5,48;25;37,8;37,8;1 - Dica de Madame;;Marketplace
nota-fiscal-emitida;1193;09/09/2024 01:07;6;6 - Nota Fiscal Emitida;Não Enviado;7 - Mercado Livre;17 - Pix;5 - Mercado Livre;;95,52;0;0;0;0;95,52;95,52;1 - Dica de Madame;;Marketplace
entregue;1192;08/09/2024 23:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,9;0;0;13,52;8,71;22,42;22,42;1 - Dica de Madame;1;Marketplace
entregue;1191;08/09/2024 22:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;22,7;0;0;13,15;8,46;35,85;35,85;1 - Dica de Madame;1;Marketplace
entregue;1190;08/09/2024 21:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,8;6;0;4,47;25;27,8;27,8;1 - Dica de Madame;;Marketplace
transporte;1189;08/09/2024 18:42;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;3;0;2,99;25;26,9;26,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1188;08/09/2024 18:21;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;13,8;0,42;0;9,48;9,48;22,86;22,86;1 - Dica de Madame;;Site
entregue;1187;08/09/2024 17:53;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,9;0,54;0;10,25;10,25;27,61;27,61;1 - Dica de Madame;;Site
entregue;1186;08/09/2024 16:41;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;13,8;0,41;0;11,85;11,85;25,24;25,24;1 - Dica de Madame;;Site
entregue;1185;08/09/2024 16:39;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;13,8;0,42;0;9,93;9,93;23,31;23,31;1 - Dica de Madame;;Site
pagamento-cancelado;1184;08/09/2024 15:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;8,9;0;0;16,08;0;24,98;24,98;1 - Dica de Madame;;Marketplace
entregue;1183;08/09/2024 15:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;3;0;2,99;25;26,9;26,9;1 - Dica de Madame;;Marketplace
entregue;1182;08/09/2024 14:32;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;133,56;0;0;0;12,03;133,56;133,56;1 - Dica de Madame;;Site
pagamento-cancelado;1181;08/09/2024 12:14;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;13,8;0;0;8,41;8,41;22,21;22,21;1 - Dica de Madame;;Site
entregue;1180;08/09/2024 11:37;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;20,7;0;0;8,82;8,82;29,52;29,52;1 - Dica de Madame;;Site
entregue;1179;08/09/2024 08:12;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;20,7;0,63;0;9,67;9,67;29,74;29,74;1 - Dica de Madame;;Site
entregue;1178;08/09/2024 05:16;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;6,9;0,21;0;9,89;9,89;16,58;16,58;1 - Dica de Madame;;Site
entregue;1177;08/09/2024 00:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;17,9;0;0;13,56;9,63;31,46;31,46;1 - Dica de Madame;1;Marketplace
transporte;1176;07/09/2024 23:02;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;28,9;5;0;8,3;25;23,9;23,9;1 - Dica de Madame;;Marketplace
entregue;1175;07/09/2024 22:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,9;0;0;13,58;9,97;22,48;22,48;1 - Dica de Madame;1;Marketplace
entregue;1174;07/09/2024 22:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,9;0;0;13,03;8,26;21,93;21,93;1 - Dica de Madame;1;Marketplace
entregue;1173;07/09/2024 21:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;13,8;0;0;13,5;8,78;27,3;27,3;1 - Dica de Madame;1;Marketplace
entregue;1172;07/09/2024 21:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,9;0;0;13,12;11,05;22,02;22,02;1 - Dica de Madame;1;Marketplace
entregue;1171;07/09/2024 21:10;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;23,6;0,72;0;8,47;8,47;31,35;31,35;1 - Dica de Madame;;Site
entregue;1170;07/09/2024 19:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;0;0;5,48;25;29,9;29,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1169;07/09/2024 15:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;0;0;2,99;25;29,9;29,9;1 - Dica de Madame;;Marketplace
entregue;1168;07/09/2024 14:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;7,17;25;19;19;1 - Dica de Madame;;Marketplace
entregue;1167;07/09/2024 14:14;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;17,9;0;0;16,33;12,71;34,23;34,23;1 - Dica de Madame;1;Marketplace
transporte;1166;07/09/2024 13:20;7;7 - Transporte;Em Transporte;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,8;0,89;0;8,57;8,57;37,48;37,48;1 - Dica de Madame;;Site
entregue;1165;07/09/2024 13:19;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;9,98;0,3;0;8,27;8,27;17,95;17,95;1 - Dica de Madame;;Site
pagamento-cancelado;1164;07/09/2024 12:42;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9;0;33,42;25;29,9;29,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1163;07/09/2024 12:39;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,53;0;8,77;8,77;25,94;25,94;1 - Dica de Madame;;Site
entregue;1162;07/09/2024 11:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;21,9;0;0;13,55;8,48;35,45;35,45;1 - Dica de Madame;1;Marketplace
entregue;1161;07/09/2024 10:14;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;16,9;0;0;14,12;9,57;31,02;31,02;1 - Dica de Madame;;Marketplace
transporte;1160;07/09/2024 08:04;7;7 - Transporte;Em Transporte;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;14,43;14,43;25,87;25,87;1 - Dica de Madame;;Site
nota-fiscal-emitida;1159;07/09/2024 07:45;6;6 - Nota Fiscal Emitida;Não Enviado;7 - Mercado Livre;17 - Pix;5 - Mercado Livre;;63,68;0;0;38,06;38,06;101,74;101,74;1 - Dica de Madame;;Marketplace
entregue;1158;07/09/2024 02:31;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;39,8;1,19;0;8,71;8,71;47,32;47,32;1 - Dica de Madame;;Site
pagamento-cancelado;1157;07/09/2024 01:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;14,9;0;0;30,18;0;45,08;45,08;1 - Dica de Madame;;Marketplace
entregue;1156;07/09/2024 00:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,9;0;0;14,03;9,15;22,93;22,93;1 - Dica de Madame;1;Marketplace
transporte;1155;06/09/2024 21:01;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;0;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;1154;06/09/2024 20:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;34,5;0;0;13,91;8,9;48,41;48,41;1 - Dica de Madame;;Marketplace
entregue;1153;06/09/2024 19:56;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;48,9;0;0;14,28;9,47;63,18;63,18;1 - Dica de Madame;1;Marketplace
transporte;1152;06/09/2024 17:42;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;53,8;4;0;8,3;25;49,8;49,8;1 - Dica de Madame;;Marketplace
entregue;1151;06/09/2024 17:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;19,9;0;0;13,72;10,13;33,62;33,62;1 - Dica de Madame;;Marketplace
entregue;1150;06/09/2024 16:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;12,9;0;0;13,54;10,03;26,44;26,44;1 - Dica de Madame;1;Marketplace
transporte;1149;06/09/2024 10:21;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;67,8;16;0;5,48;25;51,8;51,8;1 - Dica de Madame;;Marketplace
entregue;1148;06/09/2024 07:47;8;8 - Entregue;Não Enviado;7 - Mercado Livre;8 - Cartão - Elo;5 - Mercado Livre;;128,7;0;0;0;0;128,7;128,7;1 - Dica de Madame;;Marketplace
entregue;1147;06/09/2024 04:21;8;8 - Entregue;Não Enviado;41 - Shopee;1 - Boleto Bancário;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;10,1;25;25,9;25,9;1 - Dica de Madame;;Marketplace
transporte;1146;06/09/2024 00:23;7;7 - Transporte;Em Transporte;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;24,19;0,73;0;20,22;20,22;43,68;43,68;1 - Dica de Madame;;Site
transporte;1145;06/09/2024 00:21;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;77,9;8;0;5,48;25;69,9;69,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1144;05/09/2024 23:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;6,9;0;0;14,6;0;21,5;21,5;1 - Dica de Madame;;Marketplace
entregue;1143;05/09/2024 23:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,56;8,68;20,46;20,46;1 - Dica de Madame;1;Marketplace
entregue;1142;05/09/2024 21:33;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;14,97;0,45;0;8,38;8,38;22,9;22,9;1 - Dica de Madame;;Site
pagamento-cancelado;1141;05/09/2024 21:33;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;9,92;9,92;21,36;21,36;1 - Dica de Madame;;Site
pagamento-cancelado;1140;05/09/2024 20:59;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;44 - MagaPay;41 - J&T Express - J&T Express;11,8;0;0;8,29;8,29;20,09;20,09;1 - Dica de Madame;;Site
pagamento-cancelado;1139;05/09/2024 20:57;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;44 - MagaPay;41 - J&T Express - J&T Express;11,8;0,36;0;8,29;8,29;19,73;19,73;1 - Dica de Madame;;Site
pagamento-cancelado;1138;05/09/2024 20:52;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;44 - MagaPay;41 - J&T Express - J&T Express;11,8;0,36;0;8,29;8,29;19,73;19,73;1 - Dica de Madame;;Site
pagamento-cancelado;1137;05/09/2024 20:50;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;44 - MagaPay;41 - J&T Express - J&T Express;11,8;0,36;0;8,29;8,29;19,73;19,73;1 - Dica de Madame;;Site
pagamento-cancelado;1136;05/09/2024 20:47;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;44 - MagaPay;41 - J&T Express - J&T Express;11,8;0,36;0;8,29;8,29;19,73;19,73;1 - Dica de Madame;;Site
entregue;1135;05/09/2024 20:44;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;5,9;0,18;0;8,25;8,25;13,97;13,97;1 - Dica de Madame;;Site
entregue;1134;05/09/2024 20:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;14,42;11,02;39,32;39,32;1 - Dica de Madame;1;Marketplace
entregue;1133;05/09/2024 20:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,9;0;0;13,05;11,05;21,95;21,95;1 - Dica de Madame;;Marketplace
entregue;1132;05/09/2024 19:53;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,54;0;11,91;11,91;29,07;29,07;1 - Dica de Madame;;Site
pagamento-cancelado;1131;05/09/2024 19:45;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,54;0;11,91;11,91;29,07;29,07;1 - Dica de Madame;;Site
entregue;1130;05/09/2024 18:55;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;2,9;0,09;0;8,91;8,17;11,72;11,72;1 - Dica de Madame;1;Site
entregue;1129;05/09/2024 18:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;17,9;0;0;13,72;8,29;31,62;31,62;1 - Dica de Madame;1;Marketplace
entregue;1128;05/09/2024 17:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;13,62;8,27;28,52;28,52;1 - Dica de Madame;1;Marketplace
entregue;1127;05/09/2024 16:49;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;23,6;0,72;0;10,54;10,54;33,42;33,42;1 - Dica de Madame;;Site
transporte;1126;05/09/2024 15:41;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;9,9;0;0;0;25;9,9;9,9;1 - Dica de Madame;;Marketplace
entregue;1125;05/09/2024 14:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;43,8;0;0;13,55;10,01;57,35;57,35;1 - Dica de Madame;1;Marketplace
entregue;1124;05/09/2024 14:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;37,9;0;0;13,71;9,92;51,61;51,61;1 - Dica de Madame;1;Marketplace
transporte;1123;05/09/2024 14:42;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;28,9;7;0;5,48;25;21,9;21,9;1 - Dica de Madame;;Marketplace
transporte;1122;05/09/2024 14:21;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;8,3;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;1121;05/09/2024 14:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;55,8;8;0;5,48;25;47,8;47,8;1 - Dica de Madame;;Marketplace
entregue;1120;05/09/2024 13:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;86,7;21;0;17,18;25;65,7;65,7;1 - Dica de Madame;;Marketplace
entregue;1119;05/09/2024 13:01;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;;12,9;0;0;44,4;44,4;57,3;57,3;1 - Dica de Madame;;Marketplace
entregue;1118;05/09/2024 11:51;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;15,8;0,47;0;8,6;8,6;23,93;23,93;1 - Dica de Madame;;Site
pagamento-cancelado;1117;05/09/2024 11:02;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,9;0,9;0;8,57;8,57;37,57;37,57;1 - Dica de Madame;;Site
pagamento-cancelado;1116;05/09/2024 10:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;27,9;4;0;5,48;25;23,9;23,9;1 - Dica de Madame;;Marketplace
entregue;1115;05/09/2024 09:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;43,8;0;0;15,13;9,16;58,93;58,93;1 - Dica de Madame;1;Marketplace
entregue;1114;05/09/2024 09:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;55,8;8;0;15,96;25;47,8;47,8;1 - Dica de Madame;;Marketplace
entregue;1113;05/09/2024 08:16;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;478,8;14,36;0;0;24,66;464,44;464,44;1 - Dica de Madame;;Site
entregue;1112;05/09/2024 07:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;11,9;0;0;14,05;10,82;25,95;25,95;1 - Dica de Madame;1;Marketplace
entregue;1111;05/09/2024 06:50;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,53;0;8,48;8,48;25,65;25,65;1 - Dica de Madame;;Site
entregue;1110;04/09/2024 23:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,58;9,95;20,48;20,48;1 - Dica de Madame;1;Marketplace
entregue;1109;04/09/2024 22:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;21,8;0;0;5,48;25;21,8;21,8;1 - Dica de Madame;;Marketplace
entregue;1108;04/09/2024 21:30;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;53,5;1,61;0;10,21;10,21;62,1;62,1;1 - Dica de Madame;;Site
transporte;1107;04/09/2024 19:21;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;9,9;0;0;6,17;25;9,9;9,9;1 - Dica de Madame;;Marketplace
entregue;1106;04/09/2024 18:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4,9;0;12,1;25;19;19;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1105;04/09/2024 18:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;31,9;3;0;0;25;28,9;28,9;1 - Dica de Madame;;Marketplace
entregue;1104;04/09/2024 18:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,56;8,68;20,46;20,46;1 - Dica de Madame;1;Marketplace
entregue;1103;04/09/2024 17:38;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;34,5;0;0;14,98;9,09;49,48;49,48;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1102;04/09/2024 16:42;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;31,9;3;0;23,4;25;28,9;28,9;1 - Dica de Madame;;Marketplace
entregue;1101;04/09/2024 16:12;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;8,49;8,49;19,93;19,93;1 - Dica de Madame;;Site
entregue;1100;04/09/2024 15:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;15,96;25;25,9;25,9;1 - Dica de Madame;;Marketplace
entregue;1099;04/09/2024 15:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;56,29;0;0;16,2;9,57;72,49;72,49;1 - Dica de Madame;1;Marketplace
entregue;1098;04/09/2024 14:59;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;2;0;5,48;25;24,9;24,9;1 - Dica de Madame;;Marketplace
entregue;1097;04/09/2024 14:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;14,18;9,54;29,08;29,08;1 - Dica de Madame;1;Marketplace
entregue;1096;04/09/2024 13:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;25,9;6;0;5,48;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;1093;04/09/2024 13:12;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;158,76;0;0;0;0;158,76;158,76;1 - Dica de Madame;1;Marketplace
entregue;1092;04/09/2024 13:03;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;140,7;21;0;22,69;25;119,7;119,7;1 - Dica de Madame;;Marketplace
entregue;1091;04/09/2024 11:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;13,8;0;0;13,9;11,09;27,7;27,7;1 - Dica de Madame;1;Marketplace
entregue;1090;04/09/2024 11:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;98,94;0;0;13,79;9,62;112,73;112,73;1 - Dica de Madame;1;Marketplace
entregue;1089;04/09/2024 11:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;135,3;12;0;28,3;25;123,3;123,3;1 - Dica de Madame;;Marketplace
