 ;Pedido Id;Data/Hora;Situação;Situação;Situação - Transporte;Marketplace;Forma de Pagamento;Forma de Recebimento;Serviço Transportadora;Valor Produto;Valor Desconto;Valor Acréscimo;Valor Frete;Valor Frete Transportadora;Valor Total;Valor Total Pedido;Loja;Obs.;Origem - Pedido
entregue;835;25/08/2024 13:13;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;30,9;0,93;0;8,42;8,42;38,39;38,39;1 - Dica de Madame;;Site
entregue;834;25/08/2024 13:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;38,9;0;0;13,98;10,39;52,88;52,88;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;833;25/08/2024 13:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;62,68;25;29,49;29,49;1 - Dica de Madame;;Marketplace
entregue;832;25/08/2024 12:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;2,99;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;831;25/08/2024 12:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;16,1;10,34;23;23;1 - Dica de Madame;1;Marketplace
entregue;830;25/08/2024 12:01;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,5;0,88;0;10,04;10,04;38,66;38,66;1 - Dica de Madame;;Site
entregue;829;25/08/2024 11:18;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;23,6;0,71;0;8,47;8,47;31,36;31,36;1 - Dica de Madame;;Site
pagamento-cancelado;828;25/08/2024 08:51;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,35;0;8,75;8,75;20,2;20,2;1 - Dica de Madame;;Site
entregue;827;25/08/2024 07:08;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;18,7;0,57;0;8,44;8,44;26,57;26,57;1 - Dica de Madame;;Site
pagamento-cancelado;826;25/08/2024 06:56;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,9;0;0;8,37;8,37;38,27;38,27;1 - Dica de Madame;;Site
pagamento-cancelado;825;25/08/2024 04:24;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;47,6;0;0;10,71;10,71;58,31;58,31;1 - Dica de Madame;;Site
entregue;824;25/08/2024 04:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;173,7;42;0;5,48;25;131,7;131,7;1 - Dica de Madame;;Marketplace
pagamento-cancelado;823;25/08/2024 00:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;17,9;2;0;31,34;25;15,9;15,9;1 - Dica de Madame;;Marketplace
entregue;822;24/08/2024 22:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,58;8,31;20,48;20,48;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;821;24/08/2024 22:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;139,8;14;0;10,1;25;125,8;125,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;820;24/08/2024 22:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;195,7;18;0;10,1;25;177,7;177,7;1 - Dica de Madame;;Marketplace
entregue;819;24/08/2024 22:09;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;35,8;0;0;10,16;10,16;45,96;45,96;1 - Dica de Madame;;Site
entregue;818;24/08/2024 21:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,56;8,26;20,46;20,46;1 - Dica de Madame;;Marketplace
transporte;817;24/08/2024 20:41;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;0;0;2,99;25;29,9;29,9;1 - Dica de Madame;;Marketplace
entregue;816;24/08/2024 20:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;11,9;0;0;12,1;25;11,9;11,9;1 - Dica de Madame;;Marketplace
entregue;815;24/08/2024 20:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4,9;0;8,3;25;19;19;1 - Dica de Madame;;Marketplace
entregue;814;24/08/2024 19:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;13,9;0;0;13,53;8,36;27,43;27,43;1 - Dica de Madame;1;Marketplace
entregue;813;24/08/2024 19:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;7,17;25;29,49;29,49;1 - Dica de Madame;;Marketplace
pagamento-cancelado;812;24/08/2024 18:42;2;2 - Cancelado Pagamento;Não Enviado;67 - AliExpress;;92 - AliExpress;39 - AliExpress Entregas - AliExpress Entregas;47,9;0;0;77,04;25;124,94;124,94;1 - Dica de Madame;;Marketplace
pagamento-cancelado;811;24/08/2024 18:36;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;14,9;0;0;14,18;0;29,08;29,08;1 - Dica de Madame;;Marketplace
entregue;810;24/08/2024 18:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;45,8;7,8;0;10,17;25;38;38;1 - Dica de Madame;;Marketplace
entregue;809;24/08/2024 18:17;8;8 - Entregue;Entregue;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;43,6;0;0;8,85;8,85;52,45;52,45;1 - Dica de Madame;;Site
entregue;808;24/08/2024 17:55;8;8 - Entregue;Entregue;;8 - Cartão - Elo;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;23,6;0;0;9,71;9,71;33,31;33,31;1 - Dica de Madame;;Site
entregue;807;24/08/2024 17:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;806;24/08/2024 15:32;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;5,9;0,18;0;8,45;8,45;14,17;14,17;1 - Dica de Madame;;Site
entregue;805;24/08/2024 13:46;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;37,47;1,12;0;10,64;10,64;46,99;46,99;1 - Dica de Madame;;Site
entregue;804;24/08/2024 13:42;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;35,8;1,08;0;9,89;9,89;44,61;44,61;1 - Dica de Madame;;Site
entregue;803;24/08/2024 12:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;94,7;27;0;5,48;25;67,7;67,7;1 - Dica de Madame;;Marketplace
entregue;802;24/08/2024 11:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;13,78;10,2;38,68;38,68;1 - Dica de Madame;1;Marketplace
entregue;801;24/08/2024 10:54;8;8 - Entregue;Entregue;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;53,7;0;0;10,84;10,84;64,54;64,54;1 - Dica de Madame;;Site
pagamento-cancelado;800;24/08/2024 09:04;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;53,1;0;0;8,71;8,71;61,81;61,81;1 - Dica de Madame;;Site
pagamento-cancelado;799;24/08/2024 04:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;5,48;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;798;24/08/2024 00:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;16,12;12,61;23,02;23,02;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;797;24/08/2024 00:16;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;27,9;4;0;0;25;23,9;23,9;1 - Dica de Madame;;Marketplace
entregue;796;24/08/2024 00:16;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;55,8;8;0;17,18;25;47,8;47,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;795;23/08/2024 20:02;2;2 - Cancelado Pagamento;Não Enviado;67 - AliExpress;;92 - AliExpress;39 - AliExpress Entregas - AliExpress Entregas;7,8;0;0;21,14;25;28,94;28,94;1 - Dica de Madame;;Marketplace
entregue;794;23/08/2024 14:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;99,8;0;0;14,86;10,04;114,66;114,66;1 - Dica de Madame;1;Marketplace
entregue;793;23/08/2024 12:45;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;15,88;0,48;0;8,86;8,86;24,26;24,26;1 - Dica de Madame;;Site
entregue;792;23/08/2024 11:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;7,17;25;29,49;29,49;1 - Dica de Madame;;Marketplace
entregue;791;23/08/2024 09:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;16,28;11,2;41,18;41,18;1 - Dica de Madame;1;Marketplace
entregue;790;23/08/2024 09:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;5,48;25;25,9;25,9;1 - Dica de Madame;;Marketplace
entregue;789;23/08/2024 09:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;5;0;5,69;25;28,9;28,9;1 - Dica de Madame;;Marketplace
entregue;785;23/08/2024 03:35;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;107,49;0;0;11,8;11,8;119,29;119,29;1 - Dica de Madame;1;Marketplace
transporte;784;23/08/2024 01:42;7;7 - Transporte;Não Enviado;67 - AliExpress;;92 - AliExpress;39 - AliExpress Entregas - AliExpress Entregas;12,9;0;0;23,67;25;36,57;36,57;1 - Dica de Madame;;Marketplace
entregue;783;22/08/2024 23:12;8;8 - Entregue;Não Enviado;1 - Lojas Americanas;;3 - B2W;14 - PAC - B2W Entregas;53,7;0;0;24,99;24,99;78,69;78,69;1 - Dica de Madame;;Marketplace
entregue;782;22/08/2024 21:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;6,05;25;25,9;25,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;781;22/08/2024 20:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;39,8;6;0;18,3;25;33,8;33,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;780;22/08/2024 20:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;28,3;25;16,9;16,9;1 - Dica de Madame;;Marketplace
entregue;779;22/08/2024 20:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;2,99;25;27,9;27,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;778;22/08/2024 20:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;28,3;25;16,9;16,9;1 - Dica de Madame;;Marketplace
entregue;777;22/08/2024 19:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;8,3;25;43,9;43,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;776;22/08/2024 19:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;28,3;25;16,9;16,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;775;22/08/2024 18:44;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;28,3;25;16,9;16,9;1 - Dica de Madame;;Marketplace
entregue;774;22/08/2024 18:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;8,49;0;0;14,1;9,15;22,59;22,59;1 - Dica de Madame;1;Marketplace
entregue;773;22/08/2024 17:14;8;8 - Entregue;Entregue;;8 - Cartão - Elo;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;14,9;0;0;10,06;10,06;24,96;24,96;1 - Dica de Madame;;Site
entregue;772;22/08/2024 17:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;91,5;9;0;5,69;25;82,5;82,5;1 - Dica de Madame;;Marketplace
entregue;771;22/08/2024 16:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,5;0;0;5,48;25;46,5;46,5;1 - Dica de Madame;;Marketplace
entregue;770;22/08/2024 13:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;0;25;19;19;1 - Dica de Madame;;Marketplace
entregue;769;22/08/2024 11:21;8;8 - Entregue;Não Enviado;41 - Shopee;1 - Boleto Bancário;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;25,9;6;0;2,99;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;768;22/08/2024 10:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4;0;5,48;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;767;22/08/2024 09:59;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;11,34;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;766;22/08/2024 09:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;16,12;12,64;23,02;23,02;1 - Dica de Madame;1;Marketplace
entregue;765;22/08/2024 08:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;35,8;4;0;5,48;25;31,8;31,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;764;22/08/2024 01:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;11,22;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;763;21/08/2024 23:19;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;17,18;25;54,9;54,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;762;21/08/2024 22:10;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;17,9;2;0;0;25;15,9;15,9;1 - Dica de Madame;;Marketplace
entregue;761;21/08/2024 22:08;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;89,5;2,68;0;12,14;12,14;98,96;98,96;1 - Dica de Madame;;Site
entregue;760;21/08/2024 18:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;19,9;0;0;13,54;8,31;33,44;33,44;1 - Dica de Madame;;Marketplace
pagamento-cancelado;758;21/08/2024 18:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;25,9;6;0;8,3;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;757;21/08/2024 17:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;123,8;20;0;0;25;103,8;103,8;1 - Dica de Madame;;Marketplace
entregue;756;21/08/2024 17:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;17,9;0;0;14,12;9,21;32,02;32,02;1 - Dica de Madame;1;Marketplace
entregue;755;21/08/2024 17:27;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;31,8;0;0;12,8;12,8;44,6;44,6;1 - Dica de Madame;;Site
pagamento-cancelado;754;21/08/2024 13:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4;0;5,48;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;753;21/08/2024 11:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;5,48;25;54,9;54,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;752;21/08/2024 10:23;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;17,9;2;0;0;25;15,9;15,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;751;21/08/2024 09:45;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;15,8;0,48;0;11,1;11,1;26,42;26,42;1 - Dica de Madame;;Site
entregue;750;21/08/2024 09:19;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;749;21/08/2024 08:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;2;0;2,99;25;24,9;24,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;748;21/08/2024 08:42;2;2 - Cancelado Pagamento;Não Enviado;67 - AliExpress;;92 - AliExpress;39 - AliExpress Entregas - AliExpress Entregas;18,9;0;0;26,71;25;45,61;45,61;1 - Dica de Madame;;Marketplace
entregue;747;21/08/2024 08:22;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;119,7;3,59;0;0;10,46;116,11;116,11;1 - Dica de Madame;;Site
pagamento-cancelado;746;20/08/2024 23:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;39,8;6;0;5,48;25;33,8;33,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;745;20/08/2024 22:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;744;20/08/2024 22:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;10,17;25;29,49;29,49;1 - Dica de Madame;;Marketplace
entregue;743;20/08/2024 21:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,9;2;0;10,1;25;44,9;44,9;1 - Dica de Madame;;Marketplace
entregue;742;20/08/2024 19:59;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;35,8;1,07;0;12,19;12,19;46,92;46,92;1 - Dica de Madame;;Site
transporte;741;20/08/2024 16:37;7;7 - Transporte;Não Enviado;26 - Amazon;;33 - Amazon;42 - Delivery by Amazon - Delivery by Amazon;27,9;0;0;10,16;0;38,06;38,06;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;740;20/08/2024 16:10;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;17,85;25;29,49;29,49;1 - Dica de Madame;;Marketplace
entregue;739;20/08/2024 15:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;26,9;0;0;15;8,54;41,9;41,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;738;20/08/2024 12:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;12,9;0;0;13,03;0;25,93;25,93;1 - Dica de Madame;;Marketplace
entregue;737;20/08/2024 12:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;28,9;7;0;0;25;21,9;21,9;1 - Dica de Madame;;Marketplace
entregue;736;20/08/2024 12:13;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;9,98;0,3;0;8,77;8,77;18,45;18,45;1 - Dica de Madame;;Site
pagamento-cancelado;735;20/08/2024 11:59;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;5,48;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;734;20/08/2024 11:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;44,9;0;0;31,28;20,64;76,18;76,18;1 - Dica de Madame;1;Marketplace
entregue;733;20/08/2024 11:40;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;0;25;16,9;16,9;1 - Dica de Madame;;Marketplace
entregue;732;20/08/2024 08:33;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;61,9;14;0;31,47;25;47,9;47,9;1 - Dica de Madame;;Marketplace
entregue;731;20/08/2024 05:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;101,8;6;0;37,18;25;95,8;95,8;1 - Dica de Madame;;Marketplace
entregue;730;19/08/2024 23:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;5,48;25;16,9;16,9;1 - Dica de Madame;;Marketplace
entregue;729;19/08/2024 22:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;17,18;25;19;19;1 - Dica de Madame;;Marketplace
entregue;728;19/08/2024 21:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,8;14;0;17,18;25;43,8;43,8;1 - Dica de Madame;;Marketplace
entregue;727;19/08/2024 20:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,8;0;0;15,96;25;23,8;23,8;1 - Dica de Madame;;Marketplace
entregue;726;19/08/2024 18:05;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;10,89;0;0;8,29;8,29;19,18;19,18;1 - Dica de Madame;;Site
entregue;725;19/08/2024 15:00;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;46,68;0;0;9,27;9,27;55,95;55,95;1 - Dica de Madame;;Site
pagamento-cancelado;724;19/08/2024 12:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4,9;0;37,18;25;19;19;1 - Dica de Madame;;Marketplace
entregue;723;19/08/2024 12:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;28,9;9;0;2,99;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;722;19/08/2024 11:46;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;2;0;15,96;25;24,9;24,9;1 - Dica de Madame;;Marketplace
entregue;721;19/08/2024 10:53;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;49,86;1,5;0;14,31;14,31;62,67;62,67;1 - Dica de Madame;;Site
entregue;720;19/08/2024 10:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;39,9;0;0;13,21;8,71;53,11;53,11;1 - Dica de Madame;1;Marketplace
entregue;719;19/08/2024 09:34;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;2,99;25;27,9;27,9;1 - Dica de Madame;;Marketplace
cancelado-pagamento-analise;718;18/08/2024 23:02;14;14 - Cancelado Pagamento Análise;Não Enviado;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);24 - Smart2C - Smart2C;61,9;0;0;10,15;10,15;72,05;72,05;1 - Dica de Madame;;Site
cancelado-pagamento-analise;717;18/08/2024 22:59;14;14 - Cancelado Pagamento Análise;Não Enviado;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);24 - Smart2C - Smart2C;61,9;0;0;10,15;10,15;72,05;72,05;1 - Dica de Madame;;Site
entregue;716;18/08/2024 22:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;21,8;0;0;5,48;25;21,8;21,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;715;18/08/2024 20:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;27,18;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;714;18/08/2024 19:57;8;8 - Entregue;Não Enviado;7 - Mercado Livre;2 - Cartão - MasterCard;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;26,97;0;0;35,4;35,4;62,37;62,37;1 - Dica de Madame;1;Marketplace
entregue;713;18/08/2024 19:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;17,18;25;19;19;1 - Dica de Madame;;Marketplace
entregue;712;18/08/2024 19:01;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;113,56;0;0;0;11,68;113,56;113,56;1 - Dica de Madame;;Site
